course_code,description,enrollment_requirements,crse_id,class_nbr,term
STAT 4630,"This course introduces various topics in machine learning, including regression, classification, resampling methods, linear model selection and regularization, tree-based methods, support vector machines, and unsupervised learning. The statistical software R is incorporated throughout. Prerequisite: A prior course in regression and a prior course in programming.","Students must have completed ONE of STAT 3220, STAT 4120, STAT 5120, ECON 3720, ECON 4720, SYS 4021 & ONE of STAT 1601, STAT 1602, STAT 3080, STAT 3250, CS 1110, CS 1111, CS 1112, CS 1113",044234,12138,1268
STAT 4800,"This course provides a platform for exploring advanced statistical modeling and analysis techniques through the lens of state-of-the-art sports analytics. Prerequisite: A prior course in mathematical statistics, a prior course in regression, and a prior course in programming.",,045718,,
STAT 4993,Reading and study programs in areas of interest to individual students. For students interested in topics not covered in regular courses. Students must obtain a faculty advisor to approve and direct the program.,,043035,11914,1262
STAT 4996,"Students will work in teams on a capstone project. The project will involve significant data preparation and analysis of data, preparation of a comprehensive project report, and presentation of results. Many projects will come from external clients who have data analysis challenges. Prerequisite: A prior course in regression and a prior course in programming. This course is restricted to Statistics majors in their final year.","Students must have completed ONE of STAT 3220, STAT 4120, STAT 5120, ECON 3720, ECON 4720, SYS 4021 & ONE of STAT 1601, STAT 1602, STAT 3080, STAT 3250, CS 1110, CS 1111, CS 1112, CS 1113",044441,13134,1268
STAT 5120,"Linear regression models, inferences in regression analysis, model validation, selection of independent variables, multicollinearity, influential observations, autocorrelation in time series data, polynomial regression, and nonlinear regression. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software. 
Prerequisite:STAT 3120, and either MATH 3351 or APMA 3080",,036672,,
STAT 5140,"Topics include lifetime distributions, hazard functions, competing-risks, proportional hazards, censored data, accelerated-life models, Kaplan-Meier estimator, stochastic models, renewal processes, and Bayesian methods for lifetime and reliability data analysis. Prerequisite: MATH 3120 or 5100, or instructor permission; corequisite: STAT 5980.",,036674,19172,1268
STAT 5170,"Studies the basic time series models in both the time domain (ARMA models) and the frequency domain (spectral models), emphasizing application to real data sets. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software. Prerequisite: STAT 3120",,036677,,
STAT 5180,"This course covers the main designs and estimation techniques used in sample surveys: simple random sampling, stratification, cluster sampling, double sampling, post-stratification, ratio estimation, and non response and other non sampling errors. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using R statistical software.
Prerequisites: STAT 3120.",,036678,19173,1268
STAT 5310,"Studies experimental designs for randomized clinical trials, sources of bias in clinical studies, informed consent, logistics, and interim monitoring procedures (group sequential and Bayesian methods). Prerequisite: A basic statistics course (MATH 3120/5100) or instructor permission.",,036684,20267,1262
STAT 5330,"This course introduces a plethora of methods in data mining through the statistical point of view. Topics include linear regression and classification, nonparametric smoothing, decision tree, support vector machine, cluster analysis and principal components analysis. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software. 
Prerequisites: Previous or concurrent enrollment in STAT 5120 or STAT 6120.",Student must have academic plan of BA or BS or MS or PHD in Statistics or BA in Applied Statistics,040819,12472,1268
STAT 5350,"Introduces statistical methods used for causal inference, particularly for quasi-experimental data. Focus is on the potential outcomes framework as an organizing principle and examining the estimation of treatment effects under various assumptions. Topics include matching, instrumental variables, difference-in-difference, regression discontinuity, synthetic control, and sensitivity analysis. Examples come from various fields.",,044075,,
STAT 5390,"Introduces philosophy and methods of exploratory (vs confirmatory) data analysis: QQ plots; letter values; re-expression; median polish; robust regression/anova; smoothers; fitting discrete, skewed, long-tailed distributions; diagnostic plots; standardization. Emphasis on real data, computation (R), reports, presentations.
Prerequisite: A previous statistics course; previous exposure to calculus and linear algebra recommended.",,043506,19174,1268
STAT 5430,"""Topics include importing data from various sources into R/SAS, manipulating and combining datasets, transform variables, ""clean"" data so that it is ready for further analysis, manipulating character strings, export datasets, and produce basic graphical and tabular summaries of data. More advanced topics will include how to write, de-bug, and tune functions & macros. Approx. equal time will be spent using SAS and R. Prereq: Intro statistics course""",,040821,11587,1268
STAT 5500,"This course will teach students how to develop approaches to modeling real data and drawing valid inferences. The course may run as a traditional lecture about modeling and analyzing data from actual applications, or students in the class will work in teams to model and analyze data from a specific project.",,044642,,
STAT 5510,"This course exposes students to new data types and emerging topics in statistical methodology and computation, emphasizing literacy and applied data-analysis. Topics vary by instructor.",,042730,,
STAT 5559,This course provides the opportunity to offer a new topic in the subject area of statistics.,,039667,,
STAT 5630,"Introduces various topics in machine learning, including regression, classification, resampling methods, linear model selection and regularization, tree-based methods, support vector machines, and unsupervised learning. The statistical software R is incorporated throughout.
Prerequisite: STAT 5120, STAT 6120, or ECON 3720, and previous experience with R 
Prerequisite: STAT 5120, STAT 6120, or ECON 3720, and previous experience with R",Student must have academic plan of BA or BS or MS or PHD in Statistics or BA in Applied Statistics,043509,12347,1262
STAT 5993,Research into current statistical problems under faculty supervision.,,043980,12473,1262
STAT 6020,"This course is designed to give a graduate-level student (and senior undergrads) a thorough grounding in properties about optimization and integrating problems in statistics and machine learning, and a broad comprehension of algorithms tailored to exploit such properties and some additional computational interference strategies.",,046246,,
STAT 6021,"An introduction to linear statistical models in the context of data science. Topics include simple and multiple linear regression, generalized linear models, time series, analysis of covariance, tree-based classification, and principal components. The primary software is R.
Prerequisite: A previous statistics course, a previous linear algebra course, and permission of instructor.",,043281,,
STAT 6120,"Course develops fundamental methodology to regression and linear-models analysis in general. Topics include model fitting and inference, partial and sequential testing, variable selection, transformations, diagnostics for influential observations, multicollinearity, and regression in nonstandard settings. Conceptual discussion in lectures is supplemented withhands-on practice in applied data-analysis tasks using SAS or R statistical software.
Prerequisite: Graduate standing in Statistics, or instructor permission.",Student must have academic plan of MS or PHD in Statistics,041041,11783,1268
STAT 6130,"This course develops fundamental methodology to the analysis of multivariate data. Topics include the multivariate normal distributions, multivariate regression, multivariate analysis of variance (MANOVA), principal components analysis, factor analysis, and discriminant analysis. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software. Prerequisite: Graduate standing in Statistics, or instructor permission.",Student must have academic plan of MS or PHD in Statistics,036673,13160,1262
STAT 6160,"This course develops fundamental concepts and methodology in the design and analysis of experiments. Topics include analysis of variance, multiple comparison tests, completely randomized designs, the general linear model approach to ANOVA, randomized block designs, Latin square and related designs, completely randomized factorial designs with two or more treatments, hierarchical designs, split-plot and confounded factorial designs, and analysis of covariance. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software.",,036676,19175,1268
STAT 6190,"This course introduces fundamental concepts in probability that underlie statistical thinking and methodology. Topics include the probability framework, canonical probability distributions, transformations, expectation, moments and momentgenerating functions, parametric families, elementary inequalities, multivariate distributions, and convergence concepts for sequences of random variables.
Prerequisite:Graduate standing in Statistics, or instructor permission.",Student must have academic plan of MS or PHD in Statistics,036679,11406,1268
STAT 6250,"This course develops fundamental methodology to the analysis of longitudinal data. Topics include data structures, modeling the mean and covariance, estimation and inference with respect to the marginal models, linear mixed-effects models, and generalized linear mixed-effects models. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software. Prerequisite: STAT 6120 and graduate standing in Statistics.",,041355,,
STAT 6260,"This course develops fundamental methodology to the analysis of categorical data. Topics include contingency tables, generalized linear models, logistic regression, and logit and loglinear models. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software.
Prerequisite: Graduate standing in Statistics, or instructor permission.",,040002,19930,1262
STAT 6440,"Course provides an introduction to Bayesian methods with an emphasis on modeling and applications. Topics include the elicitation of prior distributions, deriving posterior and predictive distributions and their moments, Bayesian linear and generalized linear regression, and Bayesian hierarchical models. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software. Prerequisite: STAT 6120, STAT 6190, and graduate standing in Statistics.",,040828,,
STAT 6559,This course provides the opportunity to offer a new topic in the subject area of statistics.,,043510,19176,1268
STAT 6610,"In this course, students will read, present, and discuss research papers on topics that are closed related to faculty's research interests, so that students have understandings of research profiles in the department and start to approach faculty members for thesis advising based on their interests developed in this topic course. This course helps the students to transition from course taking to thesis research. Topics will vary from term to term.",,042817,,
STAT 6620,"This course develops skills in reading the statistical research literature and prepares the student for contributing to it. Each student completes a well written and properly formatted paper that would be suitable for publication. The paper reviews literature relevant to a specialized research area, and possibly suggests an original research problem. Topics will vary from term to term.","Student must have academic plan of PHD in Statistics
Must have completed STAT 6610",042818,11758,1262
STAT 7100,"This course introduces fundamental concepts in the classical theory of statistical inference. Topics include sufficiency and related statistical principles, elementary decision theory, point estimation, hypothesis testing, likelihood-ratio tests, interval estimation, large-sample analysis, and elementary modeling applications. 
Prerequisite: STAT 6190 and graduate standing in Statistics",Student must have academic plan of MS or PHD in Statistics,036696,11293,1262
STAT 7200,"This course introduces fundamental concepts in probability from a measure-theoretic perspective. Topics include sigma fields, general measures, integration and expectation, the Radon-Nikodym derivative, product measure and conditioning, convergence concepts, and important limit theorems. The student is prepared for advanced study of statistical theory and stochastic processes. Prerequisite: STAT 6190 and graduate standing in Statistics",,036703,19177,1268
STAT 7520,"This course covers advanced theory and methodology in probability. It includes, but is not limited to, substantial, in-depth coverage of topics in stochastic processes. Context and additional topics vary by instructor.
Prerequisite: STAT 7200",,043816,,
STAT 7559,"The objective is to help students integrate and apply statistical methods learned in other courses to real data from medial research. Students will learn to identifiy the scientific objectives of a study, and develop and implement appropriate strategies. They will present their intermediate and final results in both oral and written forms. This course will prepare the students for a future career as applied statisticians.",,041072,,
STAT 7610,"This course covers advanced theory and methodology in statistical inference. It includes, but is not limited to, substantial, in-depth coverage of topics in asymptotic inference. Context and additional topics vary by instructor.",,043815,19932,1262
STAT 7620,"This course covers advanced theory and methodology in probability. It includes, but is not limited to, substantial, in-depth coverage of topics in stochastic processes. Context and additional topics vary by instructor. Prerequisite: STAT 7200",,047933,,
STAT 7995,"This course develops skills related to the practice of statistical consulting. It covers conceptual topics and provides experience with data analysis projects found in or resembling those in statistical practice. Conceptual discussion in lectures is supplemented with hands-on practice in applied data-analysis tasks using SAS or R statistical software.
Prerequisite: Graduate standing in Statistics",Student must have academic plan of MS or PHD in Statistics,036712,13162,1262
STAT 9120,Advanced graduate seminar in current research topics. Offerings in each semester are determined by student and faculty research interests.,,036711,13613,1268
STAT 9998,"For doctoral research, taken before a dissertation director has been selected.",,036714,10890,1262
STAT 9999,"For doctoral research, taken under the supervision of a dissertation director.",,036715,11418,1268
STS 1501,Student led special topic courses which vary by semester.,,045297,,
STS 2050,"This course investigates a major source of human impact upon the Earth - energy consumption to fuel human activity. The course a) provides a cross-disciplinary perspective on the challenge of human-centered energy use, b) explains the historical origins of today's energy systems, c) describes current energy systems, d) examines the components of sustainable energy systems, and e) considers keys to their deployment.",,045394,16965,1262
STS 2070,"From Wheelchairs, to Prozac, to Closed Captions, to depictions in Media, disabled people interface with technology in many ways. These ways are not always beneficial to disabled people, and they are often left out of the conversations about how to design, build and implement these technologies. In this course, students will investigate these relationships, learning from disabled people themselves about their experiences with technology.",,036737,,
STS 2101,"STS 2101 examines the relationships of engineering, technology, and society, with a specific focus on the multiple forms of expertise required for socially responsible engineering practice and career advancement, including (1) sociotechnical systems thinking, (2) ethical awareness, and (3) the ability to communicate and collaborate with a wide range of stakeholders in both formal and informal settings.",,047117,17344,1268
STS 2500,"This course invites students to explore the implications of STS core concepts within a specific topical or disciplinary area. The course explores the social and global context of engineering, science and technology. Although writing and speaking skills are emphasized, more attention is given to course content and the students' analytical abilities.",,036734,,
STS 2600,"The mission of UVA - SEAS is ""to make the world a better place by creating and disseminating knowledge and by preparing engineering leaders to solve global challenges."" In alignment with that mission, this course seeks to equip undergraduates with knowledge, understanding, and practice to prepare them for ethical leadership now, as students, and for their future as engineering leaders. Prerequisite 2nd, 3rd, or 4th year Engineering student","ENU, 2nd or 3rd or 4th Year",046988,17175,1268
STS 2600,"The mission of UVA - SEAS is ""to make the world a better place by creating and disseminating knowledge and by preparing engineering leaders to solve global challenges."" In alignment with that mission, this course seeks to equip undergraduates with knowledge, understanding, and practice to prepare them for ethical leadership now, as students, and for their future as engineering leaders. Prerequisite 2nd, 3rd, or 4th year Engineering student","ENU, 2nd or 3rd or 4th Year",046988,17175,1268
STS 2620,"Examines the development of public policies aimed at promoting and regulating science and technology. Topics include historical evolution of the federal government's involvement in science policy; the players, organizations, and agencies who make science policy; the reasons the government funds the research it does; how science and technology is regulated by the government.",,037154,16602,1262
STS 2760,"In this course, we will explore four case studies illustrative of the potential disharmony between intent and process. In each case, the action is a public policy initiative with scientific or technological dimensions, where good intentions either led to unwelcome collateral consequences, or the process of implementation failed to fulfill the intent of the policy.",,043899,,
STS 2781,Social history of American technology in the twentieth century. Primarily concerned with the interplay between society and technology. Historical perspectives on the causes of technological change and the ways in which technologies extend or upset centers of social power and influence.,,040178,,
STS 2870,"Explores the ways scientists and inventors think, using concepts, theories, and methods borrowed from several disciplines, but focusing especially on psychology. Topics include experimental simulations of scientific reasoning, a cognitive framework for understanding creativity, and modeling discovery on a computer. Students read and discuss articles and conduct a short research project.",,037679,,
STS 2993,"Special tutorial with a topic declared in advance. Limited to undergraduate SEAS students with third- or fourth-year standing. Not to substitute for STS 4500, 4600. The topic, work plan, and conditions are arranged by contract between instructor and student and approved by the department chair, with a copy to be filed in the department office. Admittance at the discretion of the professor.",,036748,,
STS 3020,"This Socratic course prepares undergrads for internships in science, engineering and technology (SET) in Washington, DC. A core objective is to increase knowledge, oral and written skills for assessing SET and their impacts on public policy. Engineering students accepted into the SEAS Policy Internship Program in Science and Technology must take the course. Students from Batten School, the College and other schools are also welcome to enroll.",,038717,16561,1262
STS 3046,"What is a globally sustainable standard of living? How should governments balance the desire to create national income and provide for the human needs of their citizens, against the desire to conserve natural resources and the environment for future generations? This course takes a systematic approach to answering these questions by evaluating sustainability in the context of human needs.",,046270,,
STS 3210,"Clean energy (CE) systems require far more minerals than their fossil fuel-based counterparts, minerals sourced, refined, and disposed of globally. The course examines which minerals are needed for the CE transition and why. It considers social, economic, and environmental sustainability challenges from use of these materials and highlights the sociotechnical reality of sustainability, i.e., Success depends upon social and technical advance. 3rd year standing or instructor permission",,046612,,
STS 3300,"Development of knowledge and skills needed to conduct qualitative research. Grounded in science and technology studies (STS), feminism, anthropology, and ethnic studies, students will engage questions of authority, representation, critical consciousness, and power. Lays the intellectual groundwork for students to use research methods as tools for catalyzing reflexivity in scientific and technological disciplines. Prerequisite: STS 2101 or receive permission from the instructor.",,047396,17462,1262
STS 3500,"Specific topics vary. Advanced level examination of the relationships among science, technology and society.",,036744,,
STS 4500,This course engages students with the idea that success in posing and solving engineering problems requires attention to the social dimensions of professional endeavors and practice. STS theories and methods are applied to student thesis projects. Students produce a prospectus for the undregraduate thesis project. Students must be in residence to take this course. Students are not permitted to take STS 4500 and STS 4600 simultaneously. Prereq: STS 2600 and STS 2000 or STS 3000 level (or writing requirement equivalent) course. 4th Year Engineering or by instructor permission for early graduation.,Students must have completed STS 2600 or at least one 2000- or 3000-level STS course or 2nd Writing Requirement in the College prior to enrollment in this course AND 4th year Engineering student,036749,16110,1268
STS 4600,This course focuses on ethical issues in engineering. The key theme is that ethics is central to engineering practice. The professional responsibilities of engineers are examined. Students produce an STS Research paper linked to their technical thesis project and complete all of the requirements for the undergraduate thesis. Students must be in residence to take this course. Students are not permitted to take STS 4500 and STS 4600 simultaneously. Prerequisites: STS 4500.,Students must have completed STS 4500,036750,16076,1268
STS 5500,A first-level graduate/advanced undergraduate course relates technology or engineering to the broader culture. The specific subject will differ from time to time.,,040702,,
STS 5600,"Responsible conduct of research is defined as ""the practice of scientific investigation with integrity. It involves the awareness and application of established professional norms and ethical principles in the performance of all activities related to scientific research."" (NIH) This course will follow the NIS recommended format of substantial face-to-face discussions, with case studies being used as the primary focus of these conversations.",,044832,,
STS 5993,Detailed study of graduate course material on an independent basis under the guidance of a faculty member.,,040701,,
STS 6592,"The purpose of these courses is to address and discuss the sociotechnical systems of engineering, and how engineering impacts diversity, equity, and inclusion.",,046717,,
SWAH 1010,Prerequisite: limited or no previous knowledge of Swahili.,,036870,11707,1268
SWAH 1020,Prerequisite: SWAH 1010.,,036871,11756,1262
SWAH 1559,New course in the subject of Swahili.,,038546,,
SWAH 2010,"Develops skills of speaking, listening, reading and writing, and awareness of the cultural diversity of the Swahili-speaking areas of East Africa. Readings drawn from a range of literary and journalistic materials. Prerequisite: SWAH 1020",,036873,11791,1268
SWAH 2020,"Further develops skills of speaking, listening, reading and writing, and awareness of the cultural diversity of the Swahili-speaking areas of East Africa. Readings drawn from a range of literary and journalistic materials.",,038302,11658,1262
SWAH 2559,New course in the subject of Swahili.,,038547,,
SYS 2001,"Major dimensions of systems engineering will be covered and demonstrated through case studies: (1) The history, philosophy, art, and science upon which systems engineering is grounded; including system thinking and guiding principles and steps in the `systems engineering approach¿ to problem solving; and (2) The basic tools of systems engineering analysis, including; goal definition and system representation, requirements analysis, system assessment and evaluation, mathematical modeling, and decision analysis.",,036895,16077,1268
SYS 2054,"Focuses on the application of systems engineering methodology to an actual, open-ended situation faced by a client. Areas of emphasis will include the identification of system goals, the formulation of requirements and performance measures, the creation and evaluation of alternative solutions, and the presentation of results to clients. When offered abroad, this course also focuses on cutlural differences in engineering and business.",,041809,,
SYS 2055,"Students learn about systems integration, technical leadership, innovation, professional development, interdisciplinary teamwork, and the engineering field through a variety of experiences including industry speakers, field trips, student presentations, in-class activities, and projects.",,043153,,
SYS 2201,"This course demystifies the building blocks and computational methods necessary to design and evaluate AI-driven systems. Students will gain hands-on experience in R and Python and leverage generative AI responsibly as a coding assistant. Students will learn how to formulate hypotheses, collect and preprocess data, conduct exploratory analysis, and iteratively refine AI models based on empirical evaluation. Prerequisite: CS 1110 or equivalent.","Completed CS 1110 or CS 1111 or CS 1112 or CS 1113 with a grade of C- or better, or successfully completed the CS 1110 place out test",048183,20413,1268
SYS 2202,"This course provides students with the background necessary to model, store, manipulate, and exchange information to support decision making. It covers Unified Modeling Language (UML), SQL, and XML; the development of semantic models for describing data and their relationships; effective use of SQL; web-based technologies for disseminating information; and application of these technologies through web-enabled database systems. Corequisite: CS 2100 or SYS 3501.","Systems Engr major
Completed or currently enrolled in CS 2100 or SYS 3501 Topic Programming for Information Engineering",036896,16189,1262
SYS 2501,"A second-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests.

Prerequisites: Instructor Permission",,041294,,
SYS 2502,"A second-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests.
Prerequisites: Instructor Permission",,041293,,
SYS 2620,"This course examines the lifecycle of engineered systems (ES) and the public policies developed to regulate them. It covers risks, costs, benefits, and equity as common evaluation criteria for ES and their regulatory policies. It uses case studies and basic tools of decision analysis to critically evaluate the tradeoffs involved in developing and regulating ES through public policy. Pre-reqs: (STS 1500 or ENGR 1020 or ENGR 2595 - Engineering Foundations II) and (APMA 1110 or MATH 1320), and (CHEM 1410 or CHEM 1810), and (PHYS 1425 or PHYS 1420 or PHYS 1710).",Must have completed (STS 1500 or ENGR 1020 or ENGR 2595 'Eng Fnd II') AND (APMA 1110 or MATH 1320) AND (CHEM 1410 or CHEM 1610 or CHEM 1810) AND (PHYS 1425 or PHYS 1420 or PHYS 1710),042530,16585,1262
SYS 3001,"This course will introduce the students to the systemic process of model building and to the richness of the plethora of classes of models, spanning linear vs. nonlinear; static vs. dynamic; deterministic vs. probabilistic; discrete vs. continuous; single-objective vs. multi-objective. In particular, the central role of state space and state variables in system modeling will be the focus of model building. All models developed in class will be introduced with example problems and the students' learning experience in model building will be codified through group homework assignments, exams and a term project.",,036900,,
SYS 3021,"Introduction to deterministic optimization models: theory, algorithms, and applications. Coverage begins with highly structured network optimization models and ends with unstructured linear optimization models. Applications include (1) telecommunications network planning and design, (2) design and utilization of transportation and distribution networks, and (3) project management and scheduling. Corequisite: SYS 2001 and APMA 3080.","Systems Engr major
Must have completed or be currently enrolled in SYS 2001 and (APMA 3080 or MATH 3351)",036902,16078,1268
SYS 3023,"An introduction to the fundamentals for the analysis, design and evaluation of human-centered systems. For example, user interaction can be designed to leverage the strengths of people in controlling automation and analyzing data. Course topics include Task, User and Work Domain Analysis, User Interface Design Principles, Human Cognition and Information Processing (Top-Down Design), Human Perception (Bottom-Up Design), and Usability Testing. Corequisite: SYS 2001.","Systems Engr major
Must have completed or be currently enrolled in SYS 2001",036903,16079,1268
SYS 3034,"Focuses on the evaluation of candidate system designs and design performance measures. Includes identification of system goals; requirements and performance measures; design of experiments for performance evaluation; techniques of decision analysis for trade-studies; presentation of system evaluation and analysis results. Illustrates the concepts and processes of systems evaluations using case studies. Pre-reqs: APMA 3120, SYS 2001, & SYS 3021.","Systems Engr major
Must have completed SYS 2001 and SYS 3021 and ONE of the following: APMA 3120 or STAT 3120 or APMA 3110",036904,16190,1262
SYS 3046,"What is a globally sustainable standard of living? How should governments balance the desire to create national income and provide for the human needs of their citizens, against the desire to conserve natural resources and the environment for future generations? This course takes a systematic approach to answering these questions by evaluating sustainability in the context of human needs.",,046271,,
SYS 3054,"Focuses on the application of systems engineering methodology to an actual, open-ended situation faced by a client. Areas of emphasis will include the identification of system goals, the formulation of requirements and performance measures, the creation and evaluation of alternative solutions, and the presentation of results to clients. When offered abroad, this course also focuses on cultural differences in engineering and business.
Prerequisites: SYS 2001, APMA 3100, APMA 3110, APMA 3120, or instructor permission.",,041810,,
SYS 3055,"Focuses on the practice of systems engineering directly from current systems engineers. A variety of topics are covered by invited speakers from industry, government, and the academy. Discussions include engineering design projects, alternative career paths, graduate studies, professional development, and more immediate options with opportunities for summer internships and capstone projects. Prereq: 2nd Year or higher standing in systems engineering.","Systems Engr major/minor
2nd, 3rd, or 4th Year Systems Engineering Majors",036905,16100,1268
SYS 3060,"This is an introductory course on modeling probabilistic systems. The emphasis will be on model formulation and probabilistic analysis. Topics to be covered include general stochastic processes, discrete and continuous time Markov chains, the Poisson Process, Non-Stationary Poisson Processes, Markov Decision Processes, Queueing Theory, and other selected topics. Prerequisite: APMA 3100 or MATH 3100.",Must have completed MATH 3100 or APMA 3100,036906,16821,1262
SYS 3062,"A first course in the theory & practice of discrete-event simulation. Monte Carlo methods, generating random numbers & variates, spreadsheet add-ins & applications, sampling distributions & confidence intervals, input analysis & distribution fitting. Discrete-event dynamic systems, modeling, simulation logic & data structures, output analysis, model verification & validation, comparing alternative systems, simulation optimization, case studies. Prerequisite: APMA 3100, and APMA 3120",Must have completed (APMA 3100 or MATH 3100) AND (APMA 3120 or STAT 3120 or APMA 3110),036907,20411,1268
SYS 3501,"A third-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests. 
Prerequisites: Instructor Permission",,041296,,
SYS 3502,"A third-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests.
Prerequisites: Instructor Permission",,041295,,
SYS 4021,"This course shows how to use linear statistical models for analysis in engineering and science. The course emphasizes the use of regression models for description, prediction, and control in a variety of applications. Building on multiple regression, the course also covers principal component analysis, analysis of variance and covariance, logistic regression, time series methods, and clustering. Pre-requisites: CS 2100 or SYS 3501 - Programming for Information Engineering, APMA 3100, and APMA 3120 or equivalent.  ","3rd or 4th - year and Systems Engineering majors
Must have completed (CS 2100 or SYS 2201 or SYS 3501-Topic 7-Programming for Information Engineering) OR (successfully completed the CS 2100 place out test) AND (APMA 3100 or MATH 3100) AND (APMA 3120 or APMA 3110)",036910,16080,1268
SYS 4024,"A case-based approach to the design of user interfaces with a focus on iterative project experiences. Display design concepts are related to ecological factors, situational awareness, attention, vision, and information processing. Project cases are tied to real-world problems of decision support on mobile platforms, large scale command and control, and data visualization, among others. Prerequisites: SYS 3023 or CS 3205.",,044548,,
SYS 4036,"A problem-oriented approach to planning, design and analysis of experiments. A strategic selection of experimental design takes fundamental understanding of variability, and the skills to analyze and control it. The lectures cover a list of statistical methods and their relationship, including ANOVA, Regression, Factorial Designs and RSM. The final project will help gain experiences in collecting and analyzing human subject experiments.",,044554,,
SYS 4044,"""This course is an introduction to the theory of the industrial organization (from a game-theoretic perspective) and its applications to industries with strong engineering content (electricity, telecommunications, software & hardware etc.) Topics include: congestion pricing in networks, pricing and efficiency in electricity markets, planned obsolescence in software development, """"network"""" effects and the dynamics of technology adoption etc. Prerequisites: ECON 2010 and a course in probability (either APMA 3100, APMA 3110, or Math 3100).""",Must have completed ECON 2010 and one of the following: MATH 3100 or APMA 3100 or APMA 3110,036912,16454,1268
SYS 4050,"This course is an introduction to the theory, methods, and applications of risk analysis and systems engineering. The topics include research and development priorities, risk-cost-benefit analysis, emergency management, human health and safety, environmental risk, extreme events, infrastructure resilience, system interdependencies, and enterprise systems. Corequisites: a course in probability (APMA 3100 or APMA 3110 or Math 3100).",Corequisite: must have completed or currently be enrolled in MATH 3100 or APMA 3100 or APMA 3110,045929,16877,1268
SYS 4053,"A design project extending throughout the fall and spring semesters. Involves the study of a real-world, open-ended situation, including problem formulation, data collection, analysis and interpretation, model building and analysis, and generation of solutions. Students work on the same project with the same team in SYS 4053 and 4054 in subsequent semesters.  Pre-requisites: SYS 2001 and SYS 2202 and FOUR of the following (SYS 3021 or SYS 3023 or SYS 3034 or SYS 3060 or  SYS 3062)",Must have completed SYS 2001 and SYS 2202 and FOUR of the following (SYS 3021 or SYS 3023 or SYS 3034 or SYS 3060 or SYS 3062),036913,16089,1268
SYS 4054,"A design project extending throughout the fall and spring semesters. Involves the study of a real-world, open-ended situation, including problem formulation, data collection, analysis and interpretation, model building and analysis, and generation of solutions. Students work on the same project with the same team in SYS 4053 and 4054 in subsequent semesters.  Pre-requisite:  SYS 4053",Students must have completed SYS 4053,036914,17838,1268
SYS 4055,"This is a colloquium that allows fourth-year students to learn about engineering design, innovation, teamwork, technical communication, and project management in the context of their two-semester systems capstone design project. Prerequisite: must have successfully completed 6 or more courses in the standard SYS curriculum (SYS 2001, SYS 2202, and 4 of the following: SYS 3021, SYS 3023, SYS 3034, SYS 3060, and SYS 3062)",Must have completed SYS 2001 and SYS 2202 and FOUR of the following (SYS 3021 or SYS 3023 or SYS 3034 or SYS 3060 or SYS 3062),036915,16321,1268
SYS 4081,"To learn basic aspects of human factors in the design of information support systems. We will cover: (1) basic human performance issues (physiology, memory, learning, problem-solving, human error), (2) the user interface design process (task analysis, product concept, functional requirements, prototype, design, and testing.) Students will gain basic skills in the analysis and design of human-machine systems through in-class exercises and two course projects. The course is also designed to help you practice different communication skills (interviewing, written analysis, and oral presentation).",,036919,,
SYS 4501,"A fourth-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the systems and information engineering field. Offering is based on student and faculty interests.
Prerequisites: Instructor Permission",,041292,,
SYS 4502,A fourth-year level undergraduate course focused on a topic not normally covered in the course offerings. The topic usually reflects new developments in the sysems and information engineering field. Offering is based on student and faculty interests.,,041297,,
SYS 4581,Detailed study of a selected topic determined by the current interest of faculty and students. Offered as required. Prerequisite: As specified for each offering.,,036918,16458,1268
SYS 4582,Detailed study of a selected topic determined by the current interest of faculty and students. Prerequisite: As specified for each offering.,,043992,17621,1268
SYS 4995,Independent study or project research under the guidance of a faculty member. Offered as required. Prerequisite: As specified for each offering.,,036920,17410,1268
SYS 5581,"Detailed study of a selected topic, determined by the current interest of faculty and students. Offered as required.",,040876,17195,1268
SYS 5582,"Detailed study of a selected topic, determined by the current interest of faculty and students. Offered as required.",,047254,,
